ID,CATEGORY,TOPICS,SOURCE,HEADLINE,TEXT,LINK,
165,0,Covid-19,MN Radio,Fernando Simón advierte que Madrid se cierra por COVID-19,"Fernando Simon ha avisado hoy en rueda de prensa que la capital del estado acabará seguro en cuarentena en los próximos días. El director del Centro de Emergencias ha confirmado que a causa del número creciente de infectados por Covid, 87.967 en la actualidad, todo parece indicar que son necesarias medidas de contención.

Igualmente el desarrollo de la infección, aumentando en cientos de casos cada día, parecen obligar a “tomar medidas más drásticas” para contener “los rebotes”. Si bien es cierto que el experto aún no ha confirmado que esto vaya a ocurrir ha hecho un importante matiz. “Si los casos siguen creciendo será necesario aplicar medidas s drasticas” que obliguen a la “distancia social de seguridad” por lo cual, y si bien aún no está asegurado, nada parece intuir que los casos vayan a parar de repente. Por lo mismo Madrid parece que se cerrará en los próximos días. ",https://mnradio.es/11798/fernando-simon-advierte-que-madrid-se-cierra/,
166,0,Covid-19,Mallorca Diario,Polémica por la relación de Leire Pajín con el comité técnico del coronavirus,"Fuerte polémica en redes sociales tras conocerse que Leire Pajín, destacada dirigente socialista en tiempos de Zapatero, forma parte del Instituto de Salud Global de Barcelona, una de las entidades que componen el Comité Científico creado por Moncloa para hacer frente al virus en España.

Leire Pajín, de 43 años, fue ministra de Sanidad, Política Social e Igualdad entre 2010 y 2011, diputada nacional en 2 legislaturas: 2000-2004 y 2011-2012, Secretaria de Estado de Cooperación (2004-2008) y vicesecretaria general del PSOE valenciano. 

Dejó la política activa en 2012 para trabajar en la Organización Panamericana de Salud (OPS). Sin embargo, sus estudios no pasaron por el campo de la sanidad, sino que es licenciada en sociología.

Tanto es así, que Leire Pajín es ahora Trending Topic en Twitter.",https://www.mallorcadiario.com/leire-pajin-asesora-comite-tecnico-del-coronavirus,
169,1,Covid-19,BBC News,Nueva cepa del coronavirus: la cancelación masiva de vuelos y trenes con Reino Unido,"Amplios sectores del sureste de Reino Unido, incluyendo la capital, Londres, están ahora bajo nuevas y más estrictas restricciones a fin de frenar la rápida propagación del virus, aunque no hay indicios de que la mutación aumente la mortalidad del virus. La Organización Mundial de la Salud (OMS) informó que está en ""contacto cercano"" con las autoridades británicas para dar seguimiento a la investigación.

Más de 40 países suspendieron los vuelos con Reino Unido, entre ellos Alemania, Italia, Bélgica, Irlanda, España, Argentina y Chile. ",https://www.bbc.com/mundo/Noticia-55383920,
170,1,Covid-19,Milenio,Hallan en Zoológico de Chapultepec especie de murciélago en peligro de extinción,"La Secretaría del Medio Ambiente (Sedema) de la Ciudad de México, detectó algunos ejemplares de murciélago mexicano de lengua larga o murciélagos trompudos (Choeronycteris mexicana), en cactus columnares (Pachycereus pecten-aboriginum) que crecen en el albergue de las hienas cafés del Zoológico de Chapultepec. La Dirección General de Zoológicos y Conservación de la Fauna Silvestre, informó que el murciélago trompudo es un nectívoro fundamental en las labores de polinización y se encuentra en la categoría de especie “amenazada” dentro de la Norma Oficial Mexicana NOM-059-Semarnat-2010. Con una cámara trampa, personal del Zoológico de Chapultepec, en coordinación con el experto a nivel mundial en murciélagos, el Dr. Rodrigo Medellín (conocido como el Batman de México), así como un equipo de colaboradores del Laboratorio de Ecología y Conservación de Vertebrados Terrestres del Instituto de Ecología, detectaron la presencia de estos murciélagos nectarívoros en los cactus. Mediante redes de niebla colocadas cerca del cactus, y con todas las medidas sanitarias y cuidados necesarios para el manejo de estas delicadas especies, algunos ejemplares fueron capturados para su estudio, por lo que fueron pesados y medidos para después ser liberarlos y que continuaran su forrajeo nocturno. Ante este hallazgo y con el propósito de crear estrategias de protección y preservación, la Dirección General de Zoológicos y Conservación de la Fauna Silvestre, en colaboración con el doctor Medellín y su equipo, acordaron continuar con el estudio de estas especies para establecer refugios y lograr su conservación en diferentes áreas de los zoológicos. ""Los Zoológicos de la Ciudad de México además de ser hogar de diversas especies silvestres de México y de otras partes del mundo, también constituyen espacios donde algunas especies de fauna nativa de la capital (incluyendo aves rapaces, cacomixtles, tlacuaches, murciélagos, entre otras) encuentran refugio y alimento dentro de la gran metrópoli"", explicó en un comunicado Medio Ambiente capitalino. La polinización es un proceso vital para el mantenimiento de la biodiversidad en la tierra, pues de ella depende la reproducción de cerca de 90 por ciento de las plantas con flor, las cuales desaparecerían si sus visitadores no las polinizaran. Actualmente, los polinizadores enfrentan amenazas que los pueden llevar a la extinción debido a la pérdida del hábitat por la agricultura y zonas habitacionales, así como por el uso de pesticidas en cultivos, jardines y áreas verdes.​ ",https://www.milenio.com/estados/hallan-zoologico-chapultepec-murcielagos-peligro-extincion,
172,0,Covid-19,Diario Financiero,Un estudio realizado en 10 millones de personas muestra que los asintomáticos no contagian,"Un estudio realizado entre los meses de mayo y junio en la ciudad china de Wuhan, donde fue detectado el virus por primera vez el pasado 31 de diciembre, muestra que los pacientes asintomáticos no son infecciosos. Dicho estudio, realizado en 10 millones de personas, confirmaría las sospechas que mantiene la OMS desde junio.

Varios análisis previos mostraron que los pacientes asintomáticos eran infecciosos y que, posteriormente, podrían desarrollar síntomas. En comparación con los pacientes sintomáticos, los asintomáticos tienen menos carga viral y una duración reducida de la diseminación viral, lo que disminuye la probabilidad de contagio. El presente estudio va más allá: no ha encontrado virus SARS-CoV-2 “viables” para su propagación en los pacientes evaluados. Además, todos los contactos cercanos de los positivos asintomáticos dieron negativo en pruebas posteriores. 

El estudio cuenta con dos principales limitaciones. La primera es la incapacidad del mismo para evaluar los cambios a lo largo del tiempo en los resultados asintomáticos positivos y preoperatorios; la  segunda es la probable obtención de falsos negativos. En cualquier caso, los investigadores aseguran que las variaciones no han sido suficientes para alterar el resultado final del ensayo. 

Los hallazgos del estudio permitieron a las autoridades sanitarias optimizar la estrategia de prevención y control del virus en la región. En el pasado mes de agosto, China mejoró sus resultados en comparación con el resto del mundo enlazando varios días consecutivos sin registrar fallecidos, según las cifras oficiales.

MÉTODOS DEL ESTUDIO

El Gobierno de la ciudad invirtió un total de 900 millones de yuanes (115 millones de euros) en la investigación. El estudio fue realizado a unas 10 millones de personas. Todos los residentes de Wuhan, desde los mayores de 6 años, se sometieron a las pruebas entre el 14 de mayo y el 1 de junio. 

El análisis consistió en la realización de pruebas detección de ácidos nucleicos. Este tipo de pruebas buscan identificar de forma directa la bacteria o su ADN en sangre u orina. Según las autoridades, en el ensayo participaron hasta un total de 63 laboratorios de análisis de ácidos nucleicos, 1451 trabajadores de laboratorio y 701 equipos de análisis. 

La confirmación oficial del avance supondría un golpe de  efecto a las medidas paliativas del COVID-19, así como a las estrategias llevadas a cabo por las autoridades para frenar la pandemia.",https://diariofinanciero.com/un-estudio-realizado-en-10-millones-de-personas-muestra-que-los-asintomaticos-no-contagian/,
173,1,Covid-19,El Financiero,Suspenden la Feria de San Marcos 2021 por COVID-19,"La Feria Nacional de San Marcos no se realizará en abril como tradicionalmente se celebra cada año, ya que aún no hay condiciones sanitarias para llevarse a cabo.

No precisaron si el evento se recorrerá para alguna otra fecha futura.

En Aguascalientes se han registrado hasta el miércoles mil 846 muertes y 16 mil 134 casos confirmados de COVID-19, y el total de pacientes activos es de 648.

La mayoría de los municipios de la entidad se encuentran en grado 4 (color rojo) sobre restricciones de movilidad. Aguascalientes, Jesús María y Rincón de Romos son los municipios con mayor incidencia de casos.",https://www.elfinanciero.com.mx/nacional/suspenden-la-feria-de-san-marcos-2021-por-covid-19,
179,0,Covid-19,Tiempo digital.mx,Anuncia Cuba que ya fabricó vacuna contra el coronavirus,"El presidente de Cuba, Miguel Díaz-Canel, destacó el uso del gobierno chinopara combatir al coronavirus 2019-nCoV con ‘Interferón alfa 2B’ (IFNrec) en el tratamiento contra la enfermedad.

Desde su cuenta de Twitter, Díaz-Canel celebró la víspera el uso del medicamento cubano que se elabora desde el 25 de enero en la planta china-cubana ChangHeber, ubicada en la localidad de Changchun, provincia china de Jilin.

«Nuestro apoyo al gobierno y pueblo chino en sus esfuerzos por combatir el coronavirus», dijo.

Hasta el momento se sabe que ha logrado curar a más de mil 500 pacientes y es uno de los 30 fármacos escogidos por la Comisión Nacional de Salud china para curar la afección respiratoria.

«Interferón alfa 2B tiene la ventaja de que ante situaciones como estas es un mecanismo para poder protegerse, su uso evita que los pacientes con posibilidades de agravarse y complicarse lleguen a ese estadio, y finalmente tengan como desenlace la muerte”, explicó al diario Granma Luis Herrera Martínez, asesor científico y comercial del grupo empresarial BioCubaFarma.

Desde hace años se hizo una transferencia de tecnología a la provincia china, de lo cual surgió la planta conjunta donde se realiza el producto «exactamente con la misma tecnología que nosotros, y que responde a los estándares de calidad que fueron aprobados por las autoridades” de ambas naciones, agregó Martínez.

IFNrec también se aplica contra infecciones virales provocadas por el virus de inmunodeficiencia humana (VIH), la papilomatosis respiratoria causada por el papiloma humano, el condiloma acuminado y la hepatitis tipos B y C, además en terapias contra diversos tipos de cáncer.

Pese al bloqueo económico, financiero y comercial que mantiene Estados Unidos contra la isla caribeña, el sistema médico cubano ha sido reconocido a nivel internacional.

Por ejemplo, el Fondo de las Naciones Unidas para la infancia (Unicef) felicitó a la isla en 2018 por conseguir la tasa más baja de mortalidad en su historia, con 4.0 por cada mil nacidos.

En 2015, recibió el primer reconocimiento mundial por la Organización Mundial de la Salud (OMS) al eliminar la transmisión del VIH de madres a hijos y de la bacteria causante de la sífilis.",https://tiempodigital.mx/2020/02/08/anuncia-cuba-que-ya-fabrico-vacuna-contra-el-coronavirus/,
181,1,Covid-19,La Jornada ,Verdades y mentiras sobre el coronavirus / Víctor Flores Olea,"Sin duda Noam Chomsky es uno de los intelectuales reconocidos en el mundo. Sí, en el campo de la filosofía y de la lingüista pero haciéndose de un prestigio indudable en el campo del análisis político. Aprovechando esto último, algún pillo de las letras y del análisis publicó el viernes 20 de abril un ¨falso¨ Chomsky tratando de robar al gran intelectual que es Chomsky nombre y prestigio, no mal hecho el “falso”, tomando algunas ideas que pudo expresar en el pasado el académico e intelectual. Pero nada, lo importante del caso es que aceleradamente Chomsky declaró que ese documento era apócrifo y no de su autoría, ya que jamás ha creído que el coronavirus se hizo en un laboratorio para perjudicar a tal o cual tendencia política, en el caso a Donald Trump como jefe del gobierno estadounidense.

He aquí algunas ideas expuestas en ese “falso” a que nos referimos: en primer lugar, que Estados Unidos necesitaba frenar y retrasar la locomotora china, que la CIA, Israel y demás poderes mundiales, acordaron hacer estallar una guerra bacteriológica de baja intensidad, propagando en territorio chino un virus de laboratorio, el COVID-19, Guerra de baja intensidad porque el virus afecta menos a los niños y jóvenes (mano de obra futura) y en cambio se ceba con las personas mayores (mano de obra inactiva), La estrategia de USA pasa por propagar el virus en la ciudad donde el gobierno chino tiene un laboratorio de investigación bacteriológica del coronavirus, echándole la culpa al gobierno chino de manipular este virus para infectar a otros países y continentes.
El activista, filósofo, politólogo y lingüista, Noam Chomsky, según el falso,  hace referencia al coronavirus, pandemia que afecta ahora a más de 120 países y habría analizado el impacto de éste en la geopolítica mundial. USA necesitaba frenar a la locomotora china, para no perder su supremacía mundial económica y su papel de gendarme planetario, sigue diciéndonos el documento apócrifo. La CIA, Israel y demás poderes mundiales, habrían acordado hacer estallar una guerra bacteriológica de baja intensidad, como dijimos antes, propagando en territorio chino un virus de laboratorio, el COVID19. Para ello, además, habrían inoculado el virus en la región de Lombardía (Italia) donde gobierna la Liga Norte de Salvini, recordando además que Salvini es un traidor a ojos de la inteligencia americana por apoyar a Putin en todos los foros internacionales y verse implicado en sobornos rusos. Ya parecía resultar extraño la dispersión del virus en una región rural de la Italia profunda. Pero la venganza se sirve en plato frío y Salvini no fue siquiera recibido por Trump en su gira americana. Relaciones congeladas y bien distantes. También Italia es escogida cómo país receptor del virus, por entablar excelentes relaciones comerciales con China en una Nueva Ruta de la Seda. La inteligencia americana sabe que después de Italia, la Unión Europea sufrirá un colapso económico global al verse paralizadas sus economías nacionales en su lucha contra el virus. Por lo demás, según esta tesis, Europa estaría gravemente amenazada por el virus, lo cual es una nueva ventaja para E.U. ya que desde el principio cuenta con una vacuna capaz de curar el el COVID-19. En el nuevo orden mundial este conjunto de maniobras apuntaría a un debilitamiento extremo de la Unión Europea.

Una vez consumada la Pandemia paralizadora del planeta, llegaría la segunda fase, sigue diciéndonos el “falso”: control total de la guerra bacteriológica al poseer Estados Unidos desde el primer momento la VACUNA GLOBAL del Covid-19, producida  en laboratorios americanos.

Luego de la dispersión y caos sanitario mundial, llegaría el orden capitalista nuevamente, así reseteadas las economías nacionales, y el nuevo valor en alza se llamará industria química USA, que a su antojo venderá patentes a países amigos y, al contrario, bloqueo farmacéutico a países enemigos, debilitándolos aún más, si cabe o presionando a gobiernos hostiles a cambio de las vacunas salvadoras.

Pero La Jornada, haciendo gala  nuevamente de su carácter rigurosamente profesional, hizo contacto con Noam Chomsky, seguramente en las horas que van del viernes 20 al sábado 21 de marzo; el intelectual estadunidense negó una intención política en la propagación del virus

y rechazó versiones de que el coronavirus se haya propagado intencionalmente con fines políticos, “como se ha especulado en diversas partes del mundo”. Sin embargo, sostuvo que el colapso de los sistemas de salud ante la crisis se debe a los gobiernos neoliberales de muchos países y culpó al presidente estadunidense Donald Trump de minimizar la situación y arriesgar la salud de millones de personas.

El diario italiano Il Manifesto contactó a Chomsky, quien permanece aislado en su hogar en Tucson y afirmó: “La situación es muy grave. No hay credibilidad en la afirmación de que el virus se propagó deliberadamente. La reacción de Estados Unidos ha sido terrible. Era casi imposible incluso hacer pruebas a las personas, así que no tenemos idea de cuántos casos hay realmente.

Añadió: “en general, esta crisis es otro ejemplo importante del fracaso del mercado, al igual que lo es la amenaza de una catástrofe medioambiental. El gobierno y las multinacionales farmacéuticas sabían desde hace años que existía gran probabilidad de que se produjera una grave pandemia, pero como no es bueno para las ganancias prepararse para ello, no se ha hecho nada” Agregó que el huracán Trump y su gobierno han minimizado la gravedad de la crisis con una actitud que ha sido replicada y aumentada por los medios de comunicación, lo que ha ocasionado que muchas personas hayan dejado de tomar las precauciones básicas. En cuanto a las condiciones generales de la pandemia, 
Chomsky indicó: “El asalto neoliberal ha dejado a los hospitales sin preparación. Un ejemplo son las camas, que han sido suprimidas en nombre de la “eficiencia”.",https://www.jornada.com.mx/ultimas/mundo/2020/03/23/verdades-y-mentiras-en-el-coronavirus-victor-flores-olea-3579.html,
185,1,Covid-19,El Financiero,¿Tomar aspirina puede prevenir que enfermes gravemente de COVID?,"La aspirina, esa pequeña pastilla blanca que puedes comprar hasta en la tiendita de la esquina, podría evitar casos severos de COVID-19, según un estudio.

Esto debido a que gran parte de las complicaciones que causa la enfermedad están relacionadas a la presión sanguínea. Investigadores de instituciones israelíes hallaron que el ácido acetilsalicílico, el cual se usa comúnmente para la prevención primaria y secundaria de enfermedades cardiovasculares, se asocia con mejores resultados entre los pacientes positivos a COVID ‐ 19.

Por lo tanto, plantearon la hipótesis de que el uso de aspirina para la prevención primaria de enfermedades cardiovasculares podría tener un efecto protector sobre la susceptibilidad al COVID-19 y la duración de la enfermedad.

Para comprobar esa hipótesis, realizaron un estudio transversal retrospectivo basado en la población, utilizando datos de la base de datos de Leumit Health Services.

La proporción de pacientes tratados con aspirina fue significativamente menor entre el grupo COVID ‐ 19 positivo, en comparación con el grupo que no consumió dicha sustancia.

Asimismo, el uso de aspirina se asoció con una menor probabilidad de infección por COVID-19, en comparación con los no usuarios.

Además, la duración (considerada como el tiempo entre el primer resultado positivo y el segundo negativo de la prueba de RT-PCR de COVID-19) entre los usuarios de aspirina fue significativamente más corta, en comparación con los no usuarios de aspirina.

Entre los pacientes hospitalizados con COVID positivo, una mayor proporción de sujetos sobrevivientes fueron tratados con aspirina, aunque esta diferencia no fue significativa.

En conclusión, los investigadores encontraron una asociación inversa entre la probabilidad de infección por COVID-19, la duración de la enfermedad y la mortalidad y el uso de aspirina para la prevención primaria.",https://www.elfinanciero.com.mx/salud/tomar-aspirina-puede-prevenir-que-enfermes-gravemente-de-covid,
188,0,Covid-19,,"En un Noticia de revisión científica sobre ""La epidemia de Gripe Española"" publicado en 2008 y del cual el nefasto genocida Antony Fauci es coautor se concluye que:
""Hemos descubierto que el mayor número de víctimas de la Gripe Española NO MURIERON POR LA GRIPE ESPAÑOLA. MURIERON POR NEUMONÍA BACTERIANA... Y LA NEUMONÍA BACTERIANA FUE CAUSADA POR..","MÁS EVIDENCIAS DEL CORONA-FRAUDE!!! 
En un Noticia de revisión científica sobre ""La epidemia de Gripe Española"" publicado en 2008 y del cual el nefasto genocida Antony Fauci es coautor se concluye que:
""Hemos descubierto que el mayor número de víctimas de la Gripe Española NO MURIERON POR LA GRIPE ESPAÑOLA. MURIERON POR NEUMONÍA BACTERIANA... Y LA NEUMONÍA BACTERIANA FUE CAUSADA POR...
 EL USO DE LAS MASCARILLAS!!!!!""",https://www.facebook.com/mayi.poltrigo/posts/3754658234626014,
190,0,Covid-19,AFPFactual,Cientifico arrestado por venta de vacunas contra el covid-19,"Estados Unidos acaba de descubrir al hombre que fabricó y vendió el COVID-19 a China Dr. Charles Lieber,


Fue el jefe del departamento de química y biología de la Universidad de Havard, EEUU Fue arrestado según fuentes del departamento estadounidense.?


El presidente del departamento de Química de la Universidad de Harvard, el reputado profesor Charles Lieber, ha sido detenido por los Organismos de Inteligencia de Estados Unidos fue el quien Juntos a otros Científicos Chinos Crearon el Virus  COVID-19 con fondos federales estadounidenses.

La detención se encuadra dentro de la ofensiva estadounidense para desmontar el reclutamiento agresivo de científicos que practica Pekín en las universidades norteamericanas.

Lieber, líder en el campo de la electrónica a escala nanométrica, ha estado unido a Harvard desde 1991 y en 2017 se le otorgó un cargo doctoral que tan solo otros 26 profesores ostentan. El científico no ocultó su trabajo con contrapartes chinas y se unió en 2013 a cinco expertos chinos para fundar un laboratorio conjunto en la Universidad de Tecnología de Wuhan.
Sin embargo, según ha informado la acusación federal, Lieber mintió al Departamento de Defensa de EE UU sobre su participación en el programa chino controlado por el Gobierno conocido como Thousand Talents Program, cuyo objetivo es reclutar talentos en países extranjeros.",Perma | Estados Unidos acaba de descubrir al hombre que fabricó y vendió el COVID-19 a China Dr. Charles Lieber - DUARTE.COM TE INFORMA,
193,1,Covid-19,El Universal,Alertan en Francia por nueva cepa de Covid-19 más difícil de detectar con pruebas PCR,"Una nueva cepa del SARS-CoV2, más difícil de detectar por los tests PCR clásicos, fue descubierta en la Bretaña francesa (noroeste), pero las autoridades descartan que sea más grave o contagiosa que la variante original.

Fue la bióloga del hospital de la ciudad de Lannion que dio la alerta sobre pacientes con ""síntomas típicos del Covid"" pero con resultados ""a veces"" negativos de la prueba PCR, explicó Stéphane Mulliez, director de la Agencia Regional de Salud. La dificultad para detectar esta variante no estaría relacionada con el hecho de que las pruebas de PCR se hayan realizado tarde. 

""Una posibilidad es que el virus se desplace más rápidamente entre las vías respiratorias superiores e inferiores"", dijo Alain Tertre, jefe de la unidad regional de Salud
Pública Francia. ""Pero se trata de hipótesis"", apuntó. Sin embargo, esta nueva cepa no está clasificada como una variante preocupante y sólo tres variantes se consideran especialmente preocupantes, la inglesa, la sudafricana y la brasileña, sobre todo por su carácter potencialmente más transmisible.

Para la variante bretona, ""los primeros análisis (...) no permiten concluir ni sobre una gravedad ni una transmibilidad mayor en comparación con el virus histórico"", aseguró el lunes la Dirección General de Salud de Francia.

""Pero como esta variante es más difícil de detectar (...) es difícil evaluar su transmisibilidad y su grado de gravedad"", dijo Mulliez.
La aparición de variantes es algo natural, ya que el virus muta con el tiempo. 

Se han identificado más de 4 mil variantes del SARS-CoV-2 en todo el mundo, según el servicio de salud británico. ",https://www.eluniversal.com.mx/mundo/coronavirus-alertan-en-francia-por-nueva-cepa-mas-dificil-de-detectar-con-pruebas-pcr,
194,1,Covid-19,BBC,"Coronavirus en China: quién era Li Wenliang, el doctor que trató de alertar sobre el brote y de cuya muerte se cumple un año","Se cumple un año desde que el doctor chino Li Wenliang, considerado un héroe por hacer saltar las alarmas sobre el coronavirus en los primeros días del brote, murió por la infección.

La muerte del médico chino provocó un nivel de indignación pública y dolor sin precedentes en China.

Li Wenliang murió después de contraer el virus mientras trataba a pacientes en Wuhan.

En diciembre de 2019, intentó alertar a sus colegas médicos advirtiendo sobre un virus que creía que se parecía al SARS, otro coronavirus mortal. ""No creo que haya estado difundiendo rumores. ¿No se ha convertido esto en realidad ahora?"", le dijo a la BBC su padre, Li Shuying. ""Mi hijo era maravilloso"".

Lo que le ocurrió a este doctor revela la respuesta fallida de las autoridades locales de Wuhan en las primeras semanas del brote de coronavirus.

Muchos en China lo consideran un héroe y la noticia de su muerte fue recibida con un intenso torrente de dolor en la red social china Weibo -equivalente al Twitter occidental-, que rápidamente se convirtió en ira.

Con motivo del aniversario de su muerte, recordamos cómo fue su caso.

¿Qué hizo Li Wenliang?
En diciembre de 2019, Li estaba trabajando en el epicentro del brote cuando detectó siete casos de un virus que se asemejaba al SARS, el que provocó una epidemia global en 2003. Se sospechaba que los casos provenían del mercado de pescados y mariscos Huanan, en Wuhan, y los pacientes fueron puestos en cuarentena en su hospital.

El 30 de diciembre de 2019, Li le envió un mensaje a sus colegas en un chat, en el que les advirtió del brote y les recomendó usar ropa protectora para evitar contagiarse. Li no sabía en aquel entonces era que lo que acababa de identificar era un coronavirus completamente nuevo.

Cuatro días más tarde, recibió una visita de funcionarios de la Oficina de Seguridad Pública, quienes le dijeron que firmase una carta.

En ella, lo acusaban de ""hacer comentarios falsos"" que habían ""perturbado severamente el orden social"". Le advertimos solemnemente: si sigue siendo terco e impertinente, y continúa con esta actividad ilegal, será llevado ante la Justicia ¿se entiende?"".

Debajo, Li escribió: ""Sí, entiendo"".

Disculpas tardías
Li fue una de ocho personas que la policía dijo que estaban siendo investigadas por ""divulgar rumores"".

Al final de enero de 2020, Li publicó una copia de la misiva en Weibo, explicando lo que pasó.

Entre tanto, las autoridades locales le ofrecieron una disculpa. Pero es una disculpa que llegó muy tarde.

En las primeras semanas de enero del año pasado, las autoridades en Wuhan insistían en que solo aquellos que entraban en contacto con animales infectados podían contraer el virus. A los médicos no les dieron instrucciones para protegerse.

Y una semana después de que recibiera la visita de la policía, Li tuvo que tratar a una mujer que sufría glaucoma.

No sabía que ella se había contagiado del coronavirus.

En el texto que publicó en Weibo, el médico describió cómo el 10 de enero empezó a toser, que al día siguiente tuvo fiebre, y dos días más tarde estaba en el hospital.

Sus padres también se enfermaron y fueron trasladados al hospital.

Fue 10 días más tarde, el 20 de enero de 2020, cuando China declaró la emergencia a raíz del brote.

Li contó que le hicieron pruebas varias veces para ver si se trataba de coronavirus, y que todas dieron negativo.

El 30 de enero volvió a hablar del tema en las redes sociales.

""Hoy me dieron el resultado de las pruebas de ácido nucleico y es positivo. Finalmente he sido diagnosticado"", publicó entonces. Hubo mucha confusión sobre cuándo exactamente falleció Li.

Tras una jornada de caos y desmentidos, las autoridades sanitarias chinas finalmente confirmaron que el joven médico falleció en la madrugada del 6 al 7 de febrero de 2020.

En una primera instancia, el joven médico fue declarado muerto el día 6 por reconocidos medios del país, que están controlados por el Estado y suelen ser altavoz de la línea oficial.

No obstante, poco después, el hospital Central de Wuhan desmintió que hubiera muerto: afirmó que estaba en situación crítica, pero que se estaba haciendo ""todo lo posible para reanimarlo"".",https://www.bbc.com/mundo/Noticia-internacional-51371640,
199,0,Covid-19,AFPFactual,Las mascarillas bien manipuladas no permiten un adecuado intercambio de oxígeno y CO2,"FUE TAN FÁCIL CONVENCER A CASI UN MUNDO ENTERO, DE QUE ES BUENO PARA LA SALUD TAPARSE LA NARIZ, QUE RESPIRAR OXÍGENO PURO.

Fue tan fácil meterle miedo a casi 7 mil millones de personas con un invento de “bicho que viene del exterior y que te contagias por culpa de otros”
Fue así como la gente está regalando su libertad, sus derechos, sus sueños de vivir, de convivir con su gente familia y amigos.

Te regalaron miedo, te vendieron “seguridad”
Robándote tu vida.

Se llegó el día donde llamaron a lo bueno malo y a lo malo llamaron bueno.

Respirar es “malo”
Convivir es “malo”
Hacer ejercicio al aire libre es “malo”
Visitar a tu familia es “malo”
Ir a la escuela es “malo”
Abrazar es “malo”
Reír, saludar de mano, hacer deporte es “malo”",https://perma.cc/8QZN-ZPN4,
203,1,Covid-19,Gaceta Medica,Un mapa en tiempo real ofrece la evolución del coronavirus,"Los últimos datos han arrojado que el número de contagios por el nuevo coronavirus ya ha superado los 100.000 casos, más de 4.000 personas han fallecido y 64.000 se han recuperado.

Para poder hacer un seguimiento en tiempo real, el Centro de Ciencia e Ingeniería de Sistemas de la Universidad Johns Hopkins ha creado un mapa virtual que agrega información continuamente sobre la situación actual de los países afectados. Aunque China es el epicentro del brote y el país más afectado, el coronavirus se ha extendido a otros países del Sureste Asiático, Europa y América. Actualmente hay 98 casos del nuevo virus en 23 países fuera de China, incluidos los ocho casos de transmisión de persona a persona en cuatro países: Alemania, Japón, Vietnam y Estados Unidos.

Emergencia de Salud Pública Internacional
Ante esta situación, la Organización Mundial de la Salud (OMS) declaró el pasado jueves la Emergencia de Salud Pública Internacional. Así lo anunció el director general del organismo, Tedros Adhanom Ghebreyesus, quien ha justificado que la razón principal de esta decisión “no se debe a lo que está sucediendo en China, sino a lo que está sucediendo en otros países”.

Tedros ha felicitado a las administraciones chinas “por el buen trabajo que están realizando”. Sin embargo, la preocupación del organismo es la posibilidad de que el virus se propague a países con sistemas de salud más débiles “y que no están preparados para enfrentarlo”, ha señalado.

ES LA SEXTA VEZ QUE LA OMS ADOPTA ESTE TIPO DE MEDIDAS

Ya lo hizo con la epidemia de gripe porcina (Gripe H1N19) del año 2009, la propagación del poliovirus (polio) que resurgió en Pakistan en 2014 y se extendió a otros países de Oriente Próximo, durante la crisis del ébola de 2014 en la República Democrática del Congo, el virus del Zika en 2016 y durante el nuevo brote de ébola en 2018. Para declarar la alerta sanitaria internacional se tienen en cuenta 4 criterios: la repercusión grave en la salud pública; que sea una enfermedad inusitada o imprevista; que exista riesgo de propagación internacional; y que implique el riesgo de imponer restricciones internacionales a los viajes o al comercio.

Durante el brote del SARS los parámetros todavía no estaban definidos y la OMS no adoptó este tipo de medidas. En 2003, más de 600 personas murieron en todo el mundo (349 en China) a causa del síndrome respiratorio agudo, que dejó 5.327 afectados en nueve meses.

España prepara su vacuna
Aunque por el momento todos los casos sospechosos en España han sido descartados, el Consejo Superior de Investigaciones Científicas (CNB-CSIC) ya está preparando una vacuna mediante un virus atenuado por ingeniería genética

Sin embargo, los expertos recuerdan que la vacuna es una una medida para cuando el brote tiene ya un recorrido muy largo y solo funcionaría si hemos logrado controlar la epidemia.",https://gacetamedica.com/investigacion/un-mapa-en-tiempo-real-ofrece-la-evolucion-del-coronavirus/,
